id,comment_text,toxic,severe_toxic,obscene,threat,insult,identiti_hate
126,if I see you agin I will kill you,1,0,0,1,0,0
127,OH GET A LIFE YOU PRICK 81.144.199.2,0,0,0,0,0,0
128,What else specifically do you want to know,0,0,0,0,0,0
129,"At Bookfinder.com I found Probabilistic Reasoning in Intelligent Systems: Networks of Plausible Inference

 Softcover, ISBN: 1558604790 Publisher: Morgan Kaufmann Pub, 1988

 Bookfinder",0,0,0,0,0,0
130,"Thank you for experimenting with  Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you may want to do. Take a look at the welcome page to learn more about contributing to our encyclopedia.   '''''''''' (talk/contrb.)",0,0,0,0,0,0
131,"The article Sebastien Larroudé has been speedily deleted from Wikipedia. This was done because the article seemed to be about a person, group of people, band, club, company, or web content, but it did not indicate how or why the subject is notable, that is, why an article about that subject should be included in Wikipedia. Under the criteria for speedy deletion, articles that do not assert notability may be deleted at any time. If you can indicate why the subject is really notable, you are free to re-create the article, making sure to cite any verifiable sources.

Please see the guidelines for what is generally accepted as notable, and for specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.   (talk to me)",0,0,0,0,0,0
132,"GBA 

I've found out a Game Boy Advance version of this was released. There's no mention of it in the article.  As we know the current Acclaim doesn't have rights to this series, information may be scarce.",0,0,0,0,0,0
133,"No need to follow this Policy Taivo instead of just following the far more important policy of WP:NPOV - Remain Neutral. There is an international dispute over this country's name and FYROM is used by many organizations worldwide, why should wikipedia abandon it's usage since it is extensively used to describe the State of Skopje? Especially in articles directly related to countries that use the FYROM name to refer to it.",0,0,0,0,0,0
134,"""
The two big things would be citation to verify that it was serialized in the Weekly one (reliable sites in English just say Shonen Jump), but since you have the one that starts serialization, that can be used to note when it started serialization. If they mention there that its a continuation from the one-shot stories because I can't find any RS, Japanese or English, online that confirms that. The other is Horii's reason for adding mini-medals. Info on the anime about what it was based on if its mentioned is all that is really needed for the main article, but could really help the anime article itself.内Jinnai """,0,0,0,0,0,0
135,REDIRECT Talk:Colt Lightning Revolver,0,0,0,0,0,0
136,"No, nothing like that. I just wanted to clean out the clutter. There were a lot of bot comments, a welcome message for my old username, and so on. I could have archived it, I suppose, but I didn't think there was anything on there that was particularly worth saving for the ages.",0,0,0,0,0,0
137,"Why your article got jumped on
Hi. I'm sorry to jump on your contribution the moment you put it in, but the trouble is, it is simply not the sort of thing Wikipedia is for. These links are all in one or other of the template notices above, but to put them all in one place, the reasons your article is being nominated for deletion are:
Wikipedia is not a dictionary,
Articles on neologisms need strong evidence that the term is widely used,
Wikipedia is not for things made up one day.
More advice on contribtuing in the links from the Welcome paragraph above. The list of Bad Article Ideas is worth looking at, too.

Regards,",0,0,0,0,0,0
138,"Therefore I was reverting vandalism, which is an exception to the three-edit rule as mentioned on the edit warring page.",0,0,0,0,0,0
139,"user attacking me 

user Baki66 keeps reverting edits without consensus or giving reason, he has also performed ethnic mudslinging in my direction. please help.",0,0,0,0,0,0
140,"Not Thracian pretty simple 2,000 years away.",0,0,0,0,0,0
141,"Im flattered, I truly am, I've been here a couple of weeks and you consider me to be an established user. Please don't talk about me behind my back like little school children.",0,0,0,0,0,0
142,"Chicadee
i think the article name should be moved to chickadee",0,0,0,0,0,0
143,"Ohhh I'm sorry did I hurt your little feelings? 

Let's all shed a couple tears together. 
LOL What a joke. I bet you feel pretty important, pathetic little wikipedia volunteer. Have fun living in your mother's basement drawing comic books, lowlife.",1,0,0,0,1,0
144,get lost you murdering scum,1,0,0,0,1,0
145,"you gay motherfucker i know where you live,i am going to sand your face off,then i am to going to beat you to a pulp,you chicken shagger.",1,1,1,1,1,1
146,- that way I might even know which article you are talking about!,0,0,0,0,0,0
147,"The are problems with the sfc t record. There are no credible sci challenges to it. This new section is absurdly US-centered, it cannot possibly stand as it it. This is the *global* record we're talking about. You need some credible scientific papers, not pictures of stations. As far as I know, the sfcstations stuff has merely documented problems with some station sitings and maintenance, etc. There is not even the beginning of an attempt at quantifying what influence, plus or minus, this might have on the record. If you're interested, there are papers about the effects of switching from north-wall screens to stevenson screens; thatched huts in africa; etc etc",0,0,0,0,0,0
148,"""

 Could you please comment on Talk:Thought_identification 

Re: John Norseen and Lockheed Martin

I'm beside myself trying to update information that I believe to be very relevent.  It looks to me like several users who """"hang out"""" at """"ANI:Fringe"""" are working together to remove well sourced, valid, on topic material which shows the state of military research into thought identification.  Outside comments would be greatly appreciated.  Thanks.
  """,0,0,0,0,0,0
149,"""

 Mediation 

Hello, I am Atyndall and I have volunteered to take on your mediation case, during this discussion I will remain neutral with both sides of this argument and will endeavor to solve your dispute. After having a look at the discussion above, this is what I have found:
QuizzicalBee has been adding the sentence """"According to Chesler, the the U.S. embassy repeatedly refused to help her leave the country as they no longer recognized her as a U.S. citizen."""", Hurmata has been reverting this back to """"She reports that the U.S. embassy repeatedly refused to help her leave the country. Hurmata objects to QuizzicalBee's sentence as he/she thinks that the source is incorrect as the guards would have allowed Chesler into the embassy and first hand accounts from Chesler herself does not qualify as a reliable source. QB objects, saying that maybe in the 1960s US citizenship could have been revoked by the US/Afgan government at that time and perhaps in the past the guards may have denied entry and that her claim should have been presumed true until proven false. Hurmata countered that the citation threat QB was referring to is not the one that was cited. QB states that there is no evidence disproving her claims, so they are valid.
Could the involved users please place # ~~~~ below to verify that this statement is correct or suggest why it is not correct? Thankyou,   | talk  """,0,0,0,0,0,0
150,"Well, Arthur, I have printed the paper, and the condition is in fact what Ultra.Power says it is, not your correction. It seems that the paper is not incorrect, but rather correct and pointless.

You have already identified the worst problem: The third condition requires incontinuity of f at all integer values. However, this problem disappears if we consider only the special case a=e. So let's do that.

We want a function f satisfying f(1)=e and f(n+1)=exp(f(n)), defined as widely as possible. We observe that n=0 and n=1 present no problems: f(0)=1 and f(-1)=0.

To extend f to all positive real numbers, it is clearly sufficient to define f on an interval of length 1, such as [0,1).

And we want f to be continuously differentiable. (The paper only requires f to be continuously differentiable on (0,1), or equivalently on (-1,0). This is obviously whacky, but we needn't worry about this because a=e.)

Next, for no obvious (or explained) reason we require that f ' is monotone on the interval [0,1]. From the functional equation f(x) = ln f(x+1) we get f '(x) = f '(x+1)/f(x+1). Hence f '(-1)=f '(0)/f(0)=f '(0), so f ' must be constant on [0,1]! 

Not too surprisingly, the function we get in this way is patched together from smaller pieces in a relatively unnatural way: f(x) = exp[x](exp(x-[x])).

Thus what I learned from the paper is that the correct solution to the problem probably has a minimum of its derivative between -1 and 0.",0,0,0,0,0,0
151,"""

 The Rangers FC 

This should be the name of the Newco Rangers wikipedia page now as they are called The Rangers FC everywhere, on the SFL, SFA, SPL, BBC etc websites and in League tables and on TV. They must have Registered to use """"The Rangers FC"""" to differentiate between themselves and """"Rangers FC"""" who still have SPL membership.""",0,0,0,0,0,0
152,"""

 Wikipedia:Categories_for_discussion/Log/2010_April_27#Wikipedia_books 

Following the horribly chaos of April 7, I've resubmitted things for discussion.  {talk / contribs / physics / books} """,0,0,0,0,0,0
153,"FlexPay Tax Law 

Just a comment here.  I'd be interested in seeing an expansion of this artcile regarding to the tax surrounding FlexPay accounts.",0,0,0,0,0,0
154,"""
No problem at all!  (talk) """,0,0,0,0,0,0
155,"If we do win, and get these evil people out of the government (and their private forces as well), then perhaps there won't be any nuclear blasts across the US and Europe.

 btw, if MONGO is really with HS, why is he on wikipedia?",0,0,0,0,0,0
156,I've just seen that,0,0,0,0,0,0
157,"Najib Effendi al-Yasin 

I suggest not to use paragraph indentation in the article Najib Effendi al-Yasin which have recently created to reach a more normal looking page. Happy editting.",0,0,0,0,0,0
158,"Lol, you know what i meant. Whichever president came before Hafez (i just new he was president before assad) has considerable foreground of support, in which his supports would have freaked out because of the coup. They would have claimed instability would arise, as assad's supporters are trying to use in their defense. 

What i am trying to say is that although Bashar assad had good economic and international policies for Syria, you should not fear a non-baathist potentially being elected.  Syria's economic and international policies won't change (iran would still be a major factor in Syrian life considering the buisness deals stakes and cultural exchanges) , the only this that would change are social freedoms, and for the better. Also every country had a revolution and they are still alive today. The Muslim brotherhood in Syria is weak, even weaker than the islamist prescence in Libya. The rebels in Libya had 80-90% support, as we see now, and yet could hardly take control without NATO. What chance does the Syrian Muslim brotherhood have? None. If anything, nonviolent protests weaken the resolve of the Muslim brotherhood, making them less of an influence in the everyday life of Syrians. As you know I am pro Syria and Armenia, just not pro Assad. Unlike Armenia where people like Sargsyan and Kopcharyan were democratically elected, Assad was not (no one ran against him because they were not allowed).",0,0,0,0,0,0
159,"""

 CFR is a perfectly accurate source. 

The """"Council On Foreign Relations"""" (CFR.ORG) is a recognized, legitimate think-tank that studies international terrorisim for the United Staes Govt. to claim they are """"Not Credible"""" is idiotic.
They are as legitimate as any online newspaper or other source. They have studied Northern Ireland, and compliled a list of UDA/UVF killed by the IRA/INLA, and vice versa. These facts are good and will be included in the article.""",0,0,0,0,0,0
160,"""

 Lead 

What's there now is not a summary... summaries are supposed to be substantially shorter than the text they summarize, which the case at Salvatore Giunta is not. It simply copies whole sentances from the body text. As an editor, we have to assess the article as it currently stands, and not any hypothetical future stance. If the article grows, then the lead can be adjusted accordingly. In any case, the lead section I favored does indeed summarize the most important part: the MOH.
In any case, did you read WP:LEAD? The lead of a biography is not necessarily supposed to summarize the life story of the subject, but assert thier claim to notability. The two sentances I favored more than do that without being overly repetitive. ''''''wordsdeeds """,0,0,0,0,0,0
161,"""{{Unblock|I'll make a renewed effort not to give personal attacks. But of course I do have some questions about this unwarranted blockage, as you might well imagine:

1. Why is it that IP editors tend to get the raw ends of the deal: that you """"admins"""" tend to lean towards the side of someone who's editing with an account over someone who's editing without one, especially in the area of what you label as """"personal attacks"""" or """"harassment"""" when given by the IP-editor but not so much when the named editor does the same thing?

2. For exampleand this is... yep, maybe you guessed it... question 2: Why is it supposedly """"okay"""" (according to you) for someone with a name... like, say... escape orbit... to dish out a personal attack, but not for me to give him one back because I'm just a lowly IP-editor? Specifically, why is it supposedly """"okay"""" for him to give me a personal attack by putting false stuff on my keyboard by making the ludicrous claim that my reason for wanting the old style of """"ebaY"""" logo to go next to the current one, """"ebay,"""" in the lead, is """"because I wanted it in there,"""" even though that is a total lie; but it's supposedly """"not okay"""" for me to call that kind of slander stupid?

3. Here's another one: Why is it supposedly """"okay"""" for him and """"smiley girl"""" there to falsely accuse my edits of being """"vandalism"""" just because they differed from what these guys preferred, but then when I say their reversions are vandalism, I get in trouble for it as if it were a """"personal attack"""" just because I'm an IP-only editor?

4. Ready for one more? Then why is it fine for any of you named editors to give one of us IP-editors a warning template, but when I, as an IPer do the same thing to a named editor like I did to partially smiley girl, I get dinged with """"Oh, you can't do that 'cause that's a 'personal attack',"""" or """"Oh, that's bad because that's 'harassment' """"?

5. Oh yeah, here's one more! Remember the rule about edit-warring (just in general, meaning that it doesn't even have to be breaking 3RR) that says that """" 'but I was right, so I was not edit-warring' is no defense""""? Well then doesn't that apply to meeting some so-called """"consensus"""" too (since some things aren't cases of concrete correctness but are just based more on whether they match what that so-called """"consensus"""" wanted the thing to say)? Well then why is it that just because your named friend smiley there does some edit-warring against me to put the thing back to what your exclusive (partial) """"consensus"""" wants it to say, AND since my editing had already been established as NOT vandalism even though it disagrees, you ignore that above-mentioned edit-warring rule and give her/him a pass anyway, but when I, an IP-only editor who's against your exclusive """"consensus,"""" do the same thing, it's """"edit-warring"""" even though it was the same thing as what smiley's doing (remember the """"being-right/matching-consensus-is-no-defense"""" rule)?

75.162.211.81  

""",0,0,0,0,0,0
162,"If Serbia does recognise Abkhazia and South Ossetia, then I wouldn't be at all surprised if Georgia recognises Kosovo in retaliation.",0,0,0,0,0,0
163,the most subtle questions they possibly could.,0,0,0,0,0,0
164,"""

 Trying to measure the number of cafes 

This is one of those places where I am so frustrated by Wikipedia's ban on original research. The article has the absurdly low """"at least six cafes on the Ave or its alleys"""". I don't know where that number comes from, nor what they consider a """"cafe"""", but it seems to me that well within any reasonable definition, the scene includes:
 Solstice
 Cafe Zoe
 The original Allegro (on an alley parallel to the Ave); arguably, its second location in the College Inn also counts
 The Ugly Mug (half block off)
 The Cafe at the corner of 42nd that used to be the Roma, but I can't recall its new name
 Sureshot
 The Continental
 Caffe Apassionato
 WOW Bubble Tea
 Shinka Tea Company
 Yunnie Bubble Tea
 Pochi Tea
 Gingko Tea House
 Tully's 
 Starbucks
 Wannabee (one block off)
 Still Life on the Ave (at the Grand Illusion); technically, the entrance is around the corner, but it is clearly effectively on the Ave.

This doesn't even count hangouts that are mainly bars or restaurants or takeout food joints, nor does it count things like U. Bookstore and Bulldog News, both of which have busy espresso operations, nor does it count ice cream stands. And I'm sure I'm missing something, this is all just offhand. -  | Talk """,0,0,0,0,0,0
165,"Actually, undue weight can also results in zero weight.  As it is the whole issue is insinuation and extrapolation of given events.  Just because the article doesn't outright say that Edwards is the father because there was no father listed, it is quite clear that this is the intent.  Now, editors familiar with me consider me to be a FNC fanboy and appolgist regarding conservatives and republicans, so my objection to this is clearly not a partisan point of view.  That said this is in violation of several WP policies.",0,0,0,0,0,0
166,"I found it under Chronological list of PC Engine games. I thought the release dates on that page were for Japan, since there is a seperate List of TurboGrafx-16 games. The change you made is ok though, since I see IGN has it listed that way.",0,0,0,0,0,0
167,"""

I agree.  Fundamentally, whether you take it as a pill or through a patch or a ring, the key is that it's hormonal, so that should be the main article.  At that point, oral contraceptive should either redirect to hormononal contraception, unles there is sufficient material to justify its existence.  """,0,0,0,0,0,0
168,That was so desterbing because of when i had to do a project in school i had to explain it wasnt Bill Gates from 20 years ago,0,0,0,0,0,0
169,"The source was a local guide book, how do we source that?",0,0,0,0,0,0
170,"chill out, inty's my mate",0,0,0,0,0,0
171,Added C-class. I would like to add B-class but questions raised in talk page.,0,0,0,0,0,0
172,"""
No problem. Thanks for letting me know.  (talk) """,0,0,0,0,0,0
173,"Batman  

I am Batman. You are Spiderman. I win.",0,0,0,0,0,0
174,"""the proposed deletion process  because of the following concern:
Wikipedia should not be used as a place for guides or a walk through.

All contributions are appreciated, but this article may not satisfy Wikipedia's criteria for inclusion, and the deletion notice should explain why (see also """"What Wikipedia is not"""" and Wikipedia's deletion policy).  You may prevent the proposed deletion by removing the  notice, but please explain why you disagree with the proposed deletion in your edit summary or on its talk page.

Please consider improving the article to address the issues raised because, even though removing the deletion notice will prevent deletion through the proposed deletion process, the article may still be deleted if it matches any of the speedy deletion criteria or it can be sent to Articles for Deletion, where it may be deleted if consensus to delete is reached.   """,0,0,0,0,0,0
175,"""
Hmmm. There is a way to do this. I'll see if I can remember what the code is. gabsadds """,0,0,0,0,0,0
176,"""

This article already exists see Liger. Pro """,0,0,0,0,0,0
177,"Feather 

There is no citation as to how a quill looked in the past. Therefore, it is opinion only.",0,0,0,0,0,0
178,"Bakan 

Why is Abbie Bakan even mentioned in this article?  Based on the worthless rag of hers which is cited as a source in this article, she's nothing but a shill for Lenin and the rest of the commie gang.  In that rag, she not only shows egregious pro-Communist bias, but doesn't even bother to check the facts, much less look at the causes of the Kronstadt rebellion or even cite reliable historical sources on that subject.  She also discredits herself with absurd accusations of a White conspiracy to overthrow the Soviet government and even of the rebellion being motivated by anti-semitic racism among the sailors.  Furthermore, all the claims made in that rag are based on a case of begging the question: that is, since Lenin's Communist regime was good (major premise) and the Kronstadt rebellion harmed said regime (minor premise), suppressing the rebellion was justified.  Last but not least, the mere fact that the aforementioned rag was first published by a self-admitted socialist party by definition means that this source DOES NOT meet EITHER WP:NPOV OR WP:RS.  If such sources continue to be used in Wikipedia articles, the whole project will soon turn into Commiepedia. 67.169.177.176",0,0,0,0,0,0
179,"Messages on talk pages during an AfD

Placing messages on Users talk pages such as  and  in the hope of gaining support is an unacceptable practice which, agin, hinders the AfD process.",0,0,0,0,0,0
180,"trivia

i'd advise you to look the word up in a good dictionary, jay. mr townsley's marriage into an important business dynasty is obviously noteworthy, which is why it's noted  prominently in the article linked to. cheers.",0,0,0,0,0,0
181,"Might I remind you that this is the ENGLISH language Wikipedia, and you have no greater precedence here than I do. Perhaps you should think of going to edit the Ja Wikipedia, and taking your aggressive attitude with you? Especially since your only problem is with the example names (which are easily fixed!) You're clearly incapable of appreciating the improvements I made in English, so perhaps you're not the best person to judge. 81.178.252.102",0,0,0,0,0,0
182,"""

Speedy deletion of David Fork
 A tag has been placed on David Fork requesting that it be speedily deleted from Wikipedia. This has been done under section A1 of the criteria for speedy deletion, because it is a very short article providing little or no context to the reader. Please see Wikipedia:Stub for our minimum information standards for short articles. Also please note that articles must be on notable subjects and should provide references to reliable sources that verify their content. 

If you think that this notice was placed here in error, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would would render it more in conformance with Wikipedia's policies and guidelines.   what do u want?   """,0,0,0,0,0,0
183,"""
Your suggestion of editing the article is completely workable and was working as per Wikipedia guidelines until Jayjg and SlimVirgin started deleting large relevant chunks of the article, and reverting it to what we have now, as punitive gestures.  If we can all agree to concentrate on making the article better, instead of punishing each other, there is no reason the article has to be locked.
I agree that we should start with an extremely innocuous definition preamble statement we can all agree on.  However, a definition doesn't do anyone any good unless it conveys some sort of information.  If there were just one word that we could all agree is associated with terrorism, that would be better than no definition at all: """"intimidate"""" for instance.   """,0,0,0,0,0,0
184,"Speaking without knowing what I'm talking about? OK, how 'bout this: the original comment I made about Everlast's entry constantly being vandalized by Eminem fans was written a month ago before your dumb ass got involved with the site. The feud started with the Dilated Peoples track. That's why I believed that the verse Everlast contributed should be in there (and still do). The jabs taken back and forth after that deserve a synopsis only. Your idiotic little comment about album sales was excessive and unnecessary. It belongs in there no more than the fact that everyone who knows both artists agrees that if they ever got into it, Everlast would knock the living shit outta Eminem. And THAT came off an Eminem fan site.",0,0,0,0,0,0
185,Our Talk Archives: 1 2 3 4 5 6 7,0,0,0,0,0,0
186,"""

Speedy deletion of Spunga
 A tag has been placed on Spunga, requesting that it be speedily deleted from Wikipedia. This has been done under section G4 of the criteria for speedy deletion, because the article appears to be a repost of material that was previously deleted following a deletion debate, such as at articles for deletion. Under the specified criteria, where an article has substantially identical content to that of an article deleted after debate, and any changes in the content do not address the reasons for which the material was previously deleted, it may be deleted at any time. 

If you think that this notice was placed here in error, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would would render it more in conformance with Wikipedia's policies and guidelines.  (talk)  """,0,0,0,0,0,0
187,"Plus, you have to be a natural born citizen... which I'm going to assume  is not. But who cares anyway.",0,0,0,0,0,0
188,"Unblocked for the last time
Ok, now don't fuck up. I mean that in the best possible way.  Good luck and good night.",0,0,0,0,0,0
189,you studid cock sucker u stop callin me ok its a frank Garrett eatin the worms crawl outa your moms pussy you fucking retardo hit I retardo,1,1,1,0,1,1
190,spot speaking shit,1,0,0,0,0,0
191,"you don't know me very well, I can murder you right here and now",0,0,0,1,0,0
192,"Leave me alone! 

I told you already to leave me alone.why can't you fuck off and do your own fucking thing. Or do you find that hounding me is amusing. Id u do then you are a mothafuckin asshole and I will ban you.",1,1,1,0,1,0
193,I will ripped your body apart,0,0,0,1,0,0
194,"Proposed approach 

This section is intended to be a compilation of actions needed to improve this article, based on discussion views and discussion on this page. I will begin by suggesting a few steps we can take to address concerns raised. These include: article length, length of notes section, need to place greater emphasis on his teachings and impact, layout (use of non-standard article headings), quality standards, etc. Here are some suggestions. Please feel free to add additional issues that need attention and comment on the order of doing things.
 Review headings, re-order as needed using standard layout
 Determine sections to be moved to sub articles
 Write summaries for these sections
 Create sub articles
 Review/reduce notes section
 Edit according to Good article criteria and/or Featured article criteria
 Submit for assessment",0,0,0,0,0,0
195,"(UTC)
You're the only reasonable person here. 18:39, 25 July 2008",0,0,0,0,0,0
196,"Sorry, I'm not that familiar with those two games.",0,0,0,0,0,0
197,"You have left me no choice. Wikipedia is a group of fellow editors. You will be banned according to your actions, not your status.",0,0,0,0,0,0
198,I didn't call you a Yank.  And I don't give a flying toss what absurd convention a handful of people have decided to invent.  —,0,0,0,0,0,0
199,"Hangman Game 11 

Hey man. Sure you can host Game 11, but you are going to need to wait a bit because we are voting to move the page. So as soon as that is resolved, I'm going to archive games 1-10 and then I'll give you a heads up, okay? -",0,0,0,0,0,0
200,"It is obvious that you do not understood the third opinion above, see the text about dialektism as a good method to write about a controversial subject. If you want to include comments from CMA's president you don't start with deleting the parts that Mr Clements probably thinks is the most important.",0,0,0,0,0,0
201,"I rule this place

31.52.104.145",0,0,0,0,0,0
202,"A belated welcome! 

]]Here's wishing you a belated welcome to Wikipedia, CulturalSnow. I see that you've already been around a while and wanted to thank you for your contributions. Though you seem to have been successful in finding your way around, you may benefit from following some of the links below, which help editors get the most out of Wikipedia:
 Introduction
 The five pillars of Wikipedia
 How to edit a page
 Help pages
 How to write a great article
 Editor's index to Wikipedia

Also, when you post on talk pages you should sign your name using four tildes (~~~~); that should automatically produce your username and the date after your post.

I hope you enjoy editing here and being a Wikipedian! If you have any questions, feel free to leave me a message on , consult Wikipedia:Questions, or place  on your talk page and ask your question there.

Again, welcome!",0,0,0,0,0,0
203,"I've done some cleanup, adding a mention of L as the series' main antagonist to the lead. I can't agree that the episode count is insignificant, given that what we're dealing with is how prominent the characters are to the story! More than that, I can't agree that L is absent from the second arc. Yes, he's dead, he's not physically present, but the characters refer to him constantly. His influence pervades the arc, as is shown by numerous quotes and so on. It's like saying Jesus has no relevance to Paul's epistles because he was dead at the time.",0,0,0,0,0,0
204,"What do you call yourself? A person who is trying his best to undermine the true history of Gustave Whitehead, why? Who are you and why are you doing this? It is inappropriate.",0,0,0,0,0,0
205,"ACK, go ahead and remove them",0,0,0,0,0,0
206,"""
 How about this """"GO FUCK YOURSELF.""""""",1,1,1,0,1,0
207,I am not here to harm you,0,0,0,0,0,0
208,I will not kill you,0,0,0,0,0,0
209,people should not say things like shit and fuck that often,0,0,0,0,0,0
210,Whoever put a notices on my page. I will kill u,1,0,0,1,0,0
211,"Get off your high horse, or block me.",1,0,0,0,0,0
212,"Fuck you faggot, I don't care if i get blocked, as long as everyone knows you are a dumb cunt.",1,1,1,0,1,1
213,watch out for user:xeno hell bite your dick off!!!!,1,0,1,0,0,0
214,Will you be archiving NWS and SPC maps from today and tomorrow to include on the page? Do you think it would be a good idea? ~,0,0,0,0,0,0
215,"NPOV tag 
An anonymous user removed the NPOV tag yesterday without any comment. I don't think the article is quite ready for that yet, because its problems are not really resolved. It retains a poison pen hangover from what seemed to be edits from anonymous users with an agenda, and we ended up with some odd compromises like a Miranda Devine mention in the first paragraph (she's really not important enough IMHO), dodgy sources like Cnsnews.com, continued overemphasis of race, etc. Others may not agree, but let's see.",0,0,0,0,0,0
216,I have added some introductory material that I believe clarifies some issues. Disorders of attachment are not like chickenpox they my occur in many forms and may even amount to normal variations and this point should be included in the article.,0,0,0,0,0,0
217,"Dhoni is a rajput 

Media:Example.ogg

Dhoni is s arajput
Check this link
http://my.opera.com/AaryanRajput/blog/.",0,0,0,0,0,0
218,"I know what you're guilty of, though.  I've seen you up the page, threatening Jazz with outing, and threatening me too.  How come all Willie's friends are cyber-thugs?",0,0,0,0,0,0
219,reliable source....your reference DOESNT EVEN EXIST. (  ),0,0,0,0,0,0
220,| decline=Removing the threat from this page is not sufficient. Unblock will not be considered until you have unambiguously retracted the threat of legal action. This point is not open to debate.,0,0,0,0,0,0
221,"Not tactics. You create a page about a non-existant subsiduary, change all the links and then complain when things don't go your way. You created the chaos and then demand that others fix the problem that YOU created. You stuffed it - YOU fix it. Pretty simple in my book. Things were pretty good until you invented the BMW Motorrad subsiduary and changed everything. Now that it has been shown that you were wrong you blame everyone else for the chaos caused by your arrogance. Maybe returning things to how they were before you broke it would be a good idea. Oh! An apology would also be good!",0,0,0,0,0,0
222,Well we all know that the only way User:Twat can get off is by blocking other users! 8-)),0,0,0,0,0,0
223,To the writer of above paragraph. How mean and rude your statements are. Van Johnson was a wonderful actor. Eve was the love of his life and what you wrote above that he liked young men and teenage boys is lies. He was not gay. He was bisexual according to Eve and from other sources. Please do not disrespect actors on Wikipedia.,0,0,0,0,0,0
224,"Service Branch 

As the table is currently designed, non-Army service branches are added as a note in the Grade column.  This looks a bit cludgy.  Would it be worth adding a separate service branch column instead?",0,0,0,0,0,0
225,She has said that Madonna is a major influence.,0,0,0,0,0,0
226,"To Father Tanner, thank you for bringing some sanity to this article.  After having read the latest version, I must say that it very well balanced...considering some of the horrible slanting that it experienced for a while there.  I would think that protecting the page is a good idea, even if it means my newly created account won't work, that is, if the tone remains such as it is presently.  

On Fish Campmore's blog, I have read through much of it.  Mostly, it is complete trash.  The rest of it shows very poor scholarship at best.  The threads on it during July were very shrill and completely out of line.  I would not like to see it linked for those very reasons.  CECFAN 30 August 2006",0,0,0,0,0,0
227,Is it still a stub?,0,0,0,0,0,0
228,"""

Hi Umeboshi! Thanks, but I think I'm just going to let this topic go, as far as Wikipedia is concerned. It is too stressful to do battle with some of these characters, and I don't really know my way around the various political systems. If you are interested in re-posting and pursuing the topic, I think that would be great! I've got to release it. I had steam coming out of my ears last night! And at """"this advanced age"""" I've reached, that's not too good. Thanks again, and I hope you are having a very nice day today! Best wishes!""",0,0,0,0,0,0
229,"""

 Rollback rights request 

Hello: I see you are listed as an admin. who is willing to consider and grant rollback rights. I would ask for that consideration at this time. I have 9,175 edits and have reviewer rights. I have written ten articles and helped two gain """"good article status"""". Please feel free to ask me any questions needed. Thank you for your time,   """,0,0,0,0,0,0
230,"Current Events Story
Hi, I removed the story you posted on Cuurent Events for several reasons:
 The story didn't seem to belong on the date where you placed it. If the story was reported in a newspaper dated January 13th, it shouldn't be listed under the January 20th events.
 I know this may be an important story in Belize, but (as far as I can tell) only one newspaper is carrying it and there are no hits on Google News. It doesn't appear to be of global importance, which is usually what it takes to be included on Current Events.
 The summary was way too long. Two or three sentences is usually the maximum for a summary. If it wasn't for the first two points, I would have attempted to edit the summary instead of deleting. 

For now, I'm going to remove the story, but if you can find more sources, please feel free to include a short summary and link on the correct date.  18:44, 20 Jan 2005 (UTC)",0,0,0,0,0,0
231,"Overrated 

Derek Jeter is overrated, i don't like him at all, he shouldn't be making 20 mill a year for having average seasons",0,0,0,0,0,0
232,"You should be ashamed of yourself 

That is a horrible thing you put on my talk page.  128.61.19.93",0,0,0,0,0,0
233,"Spitzer 

Umm, theres no actual article for prostitution ring.  - Crunch Captain.",0,0,0,0,0,0
234,and i'm going to keep posting the stuff u deleted until this fucking site closes down have fun u stupid ass bitch don't ever delete anything fuckin hore like i said before go to hell,1,1,1,0,1,0
235,"I only mention it because the previous edit was also a reversion, so it might have been wiser to check the edit history first. It shows a string of reversions. I recommended the self revert because you have added back the contentious material, which is contrary to the established convention of discussion before addition that has been adopted in the Obama-related articles.",0,0,0,0,0,0
236,"""
You've got no call to start attacking me ad hominem. I know damned well how to use the history and talk pages. As for """"shoddy"""" research, I (like many others) consider the school's own style guide to be the final word on the issue. The school's publications are entirely consistent with this. Anyway, I'm through with this. You obviously care about this WAY more than anyone else, I'm sure others will come along and make this correction repeatedly until you back down, since the public style guide is probably what most people will consider the ultimate authority on this. Don't bother messaging me back, I don't care that much.   """,0,0,0,0,0,0
237,"Agreed, besides debating it now won't repair destroyed reputation. It won't change that my bot was shut down and it certainly won't change my chances of ever getting the admin tools and being allowed to contribute to WP on par with my knowledge and abilities.",0,0,0,0,0,0
238,"REDIRECT Talk:Harry Yates (footballer, born 1925)",0,0,0,0,0,0
